users,tweets,target
depressingmsgs, overthink alway destroy my mood,1
depressingmsgs, i hate that feel when youre not necessarili sad but you just feel realli empti,2
depressingmsgs, it funni how you think your do fine but then one littl thing remind you of the past and it all come back and slap you in the face,2
depressingmsgs, that feel when you can actual feel the pain in your chest from hear someth or see someth that realli break your heart,2
depressingmsgs, when im hurt i shut down i turn into a total bitch i shut off my emot i act differ toward everyth and everyon and i hate it,2
depressingmsgs, i just dont want to bother peopl with my problem anymor and that whi i act like im perfectli fine and keep it all to myself,2
depressingmsgs, im just so tire of thi my bodi is tire my mind is a mess i just realli want to lay in bed and never get up im just so tire of life,2
depressingmsgs, i miss the feel of know im actual import to someon,2
depressingmsgs, i serious overthink everyth which make me stress myself out and it creat problem that werent even there in the first place,3
depressingmsgs, im so tire of get lie to tire of be use tire of fake peopl tire of pleas peopl tire of judgment peopl just tire,1
depressingmsgs, i like to pretend that everyths alright caus when everybodi els think youre fine sometim you forget for a while that youre not,2
depressingmsgs, she the girl who laugh smile and talk a lot and seem realli happi she could also be the girl who cri herself to sleep everi night,2
depressingmsgs, im so tire im stress and im sad everyth hurt im about to break down and i know i should be stronger than thi but im not,2
depressingmsgs, so mani peopl in thi world have trust issu becaus peopl say im here for you and then run away as soon as thing start to fall apart,2
depressingmsgs, mental and emot drain,1
depressingmsgs, im scare to get close to peopl becaus i think they will eventu walk out of my life no matter how close we are becaus everyon leav,2
depressingmsgs, be sad for no reason is wors than be sad for a reason becaus there absolut noth you can do to make yourself feel better,2
depressingmsgs, have you ever want to cri but no tear came out so you just stare blankli into space while feel your heart break into a million piec,2
depressingmsgs, no one notic your tear no one notic your sad no one notic your pain but they all notic your mistak,2
depressingmsgs, it hurt when you go through someth that kill you insid but you have to act like it doesnt affect you at all,2
depressingmsgs, have you ever just randomli start cri becaus youv been hold in all of these emot and pretend to be happi for way too long,2
depressingmsgs, type haha when you cant even smile act like your happi when all you want to do is cri tell everyon your okay when your not,1
depressingmsgs, i hate get flashback from thing you dont want to rememb it feel like your heart suddenli drop and anxieti start take over you,2
depressingmsgs, i prefer to distanc myself whenev im in a bad mood becaus ill becom the most heartless person youll ever meet,2
depressingmsgs, have you ever want to cri but no tear came out so you just stare blankli into space while feel your heart break into a million piec,2
depressingmsgs, that feel when you can actual feel the pain in your chest from hear someth or see someth that just realli break your heart,2
depressingmsgs, have you ever realli want to ask a question but you didnt becaus you knew in your heart that you wouldnt be abl to handl the answer,3
depressingmsgs, she took a deep breath and close her eye want to scream out so loud but with all the strength she had she kept everyth insid,3
depressingmsgs, pleas understand that im tri but my best is never good enough no matter how hard i tri,2
depressingmsgs, when life suck go to bed,2
depressingmsgs, i overthink too much and it destroy me,3
depressingmsgs, do you ever feel ok but your sad at the same time you just want to talk to someon and hug them but you feel annoy so you just stay quiet,2
depressingmsgs, it hurt so much when you can feel yourself becom less and less import to the one person who mean the most to you,2
depressingmsgs, she pretend like noth happen becaus she want peopl to see her strong onli she know how pain emotionali mental she realli is,2
depressingmsgs, im liter so tire of be nice to peopl and go out of my way to make sure theyr okay and happi just to be treat like shit,2
depressingmsgs, i have so much on my mind but i end up say noth at all,1
depressingmsgs, noth kill you like your own thought,2
depressingmsgs, i dont realli know where i stand in some peopl live one minut they treat me like im someon special then noth the next,3
depressingmsgs, im just so tire tire of never be good enough tire of get put down tire of cri tire of insecur tire of be tire,1
depressingmsgs, it kinda scare me that sometim you never truli know what someon is realli think or feel toward you despit what they say to you,2
depressingmsgs, some peopl say im too sensit but the truth is i just feel too much everi word everi action and everi energi goe straight to my heart,2
depressingmsgs, i prefer be realli busi just to keep myself from go into deep hurt thought and scenario but as long as im busi or asleep im fine,2
depressingmsgs, i get so sad i get insecur i get jealou i get lone i overreact and i make mistak but i promis i will alway give you my loyalti,2
