id,tweet,hs_label
384,وحده اسمها بشرا خلصت مصاريها اسمها بباع قهقهقهققهقهقهقههققهقهقهقهقهقهقهقهقهقههقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقههققهقههقهقهقهقهقهقهقهقهقهقهقهققهقهقهقهقهقهققهقهقهههههققهقهقههقهقهقهقهقهقهقهقهقههههقههه,0
385,جدهم يسلمونها انا القا شي والله مايذووقونه,0
386,ابيض وجه وكفووو يابو سامي تجمل,0
387,المرتبطين فاركشوا وزعوا اول جديد هفضل سنجل برضوا اعتقد,0
388,اشوف رموشها النظاره استعباط,0
389,يعني اول ممممرا اششششوف ععععذذذذر منتههههيييي انا خخخخبري الاكل اللي صلاحيه انتهاء,0
390,غلطط تجي بنت وتتصرف قله ادب وسخافه وانتي مالك دخل ويجيك واحد مطسس يشمل البنات انهم متخلفات شوهتن صورتنا يا السلق تبون اسقاط ولايه وحريه جعلكم للحممما,1
391,يعني واحد وسيم اليوم ورايح بيفتح اي مشروع يلاقي الخير ومشروعه ماشي وزياده انه بيكون حديث الكل وبينال الشهره الكثير الغبنه اذا جاك الشين ماعلينا  مجرد انتقاد  تصرف البنات بهالطريقه ماله داعي بالتصوير والتعليقات,0
392,اقوا تعليق مضحك للفيديو عييييب,0
393,ويش رايك بحضور حمد جاسم المءتمر الامن الاقليمي ابوحنج مات قهر دوله رجال ابكيييكم,0
394,عفو تعف نساءكم ابلغ هالقول واوضح تتغزلون بالحريم يسون زيكم,0
395,يعني يوم بنت ترامب هاشتاقات وتسمون بناتكم ومساجد اسمها ويوم البنات خقوا راعي الكليجا رحتوا كبرتوا الموضوع الا محاربات الاناث,0
396,اسكت يا متخلف بترولكم ده ايفانكا بتنهبه ايوه ملعبناوعالمي وافضل ملعبكم الصغير المستاجر ملعل الجامعه خليك حدك الجنوبي والحوثي كوره السودان اسس كورتكم,1
397,اكره شي وانا اكتب تسالن بنت وش وش اصبري لين اقضي وخوذي ابو الدفتر الذات الدكتوره طايره تحوس افكاري,0
398,ركبتي معش صحت بديت نتمزط صحتش بكره حنقطعها وخلاص,0
399,كذاب صدام كانت صفات كويسه تبقا خيانته وغدره بجيرانه اللي داعموه حربه ضد ايران شيء يغتفر,0
400,لسا متخانقه امبارح علشان كلمه الي بيحب ميكرهش دي يا جماعه الي بيحب بيكره اتجرح اتذل اتظلم اتداس كرامته قلبه قدر الحب يكون الزعل الكره اول يبقي مش فارق زيه زي اي حد يبقي بطل يحبه,0
401,توتير بااغنيه ماجد المهندس تكفي لاتقسا ارحم بقلبي شوووي اهلكتني الحذف,0
402,ترا مو ذنبه انه وسيم ربي خلقه الرجل مايبي تصوير جاي يترزق الله خلوه بحاله ياخي,0
403,مبحبش حد يسوق عربيتي مبحبش حد يسوق عربيتي مبحبش حد يسوق عربيتي مبحبش حد يسوق عربيتي,0
404,اسفوخص,0
405,تف تف تف تف تف تف تف خرب روح امه وابو الي ينتخبكم تف تف تفتف تف سيدي تفله بحجم السماء والارض انت وزراء وسياسيين وحكام خخخخخ تفوووووووووووووووووووووووووووووووووووو يا كلاب يا لصوص يا ابناء السافلات,0
406,هههههههههههههههههههههههههههههههههههههههههههههههههههه ياحليلك نيتك تخيل تدخل عمود غي مكوتك وش الشعور,0
407,الوصخين مداومين معدا اشغلها الله بسياسه,0
408,اومال مين بيكلمك الجروب,0
409,اضغطن المضغوط اكثر نسينا بنت ترامب وتاقها الترند والقصايد وتكفا سيدي زوجني بنت ترامب متزوجه والشعراء انواع الغزل وامس ام غمزه الهنديه وصلتوها مليون وانا سنوات ماتحرك العدد هش مناك يامستشرفين,0
410,ياشينك وانتي تمنين مو بحاجتك والله  الله الي يرزقه سويتي وفكونا المنه يسوي ويشتغل اقوا تكلمو واقصري الهرج ولاتزعلين شمندرنا اعطيك كف عااد,0
411,اذا دخلت دانكن زحمه اكره عمري وش احس الشمس اكره,0
412,هههههههه اهلا بالعيد عيب عيب صحيح واوفر ياختي ابا اساله شو شعورك احسه منطقر رزقه,0
413,مين موجود الموجود رتيوت ويجي خاص ماتسوي رتويت ماكلمك خاص,0
414,والله حزين مسءولون يعطونها حقها ليوم الحساب الكويت مت قاعد,0
415,العن الثاني,0
416,المشاهد الدمويه او الرومانسيه او مشاهد التعذيب مستحيل اتحملها واتجنب اي مسلسل يحتوي,0
417,والا مشروع,0
418,اخيسس يوممم,0
419,ايه خلوه ينشهر الحين فتره ابثرونا هاشتاق تبليك لاتجعلو الحمقا مشاهير عالم متناقضه مراضا,0
420,هروح اعمل كدا دلوقتا,0
421,ماادري وش اعلق لهدرجه اهلكم شيون اول ماتشوفون واحد قولتكم جميل تجيكم الشهقه الحمدلله عفانا,0
422,تفشلت وانا مالي دخل بالموضوع,0
423,تابعي حسابي,0
424,يا ربناا احسن خاتمتي يجي يووم وادخلوا تذكروني تنسوني,0
425,يا كريم يا والمحاضره تخلص,0
426,اللا مايبغانا مانبغاه,0
427,يقطع ام النقص اللي تمر  ياخي نظام شوفوني طيب يابنات بطلوه  وكانك رجل رح قل ل اهلك انهم يخقون ويرسلون بالهشتاقات كلام منحط  لاكن الله يخلف ٤٦ الف اللي يتابعونك,0
428,البنات استخفوا خلاص,0
429,اهينك ديوثي قدام محارمك واخنث فيككك واركب وادخل زبي بخرقكك واخلي اختك تصورني وانا انيك بكسر واروضكك يكلب,0
430,تبعت القطيع وللاسف,0
431,حرام ينرحمون الهندي والخاروف قرار احتمال انفذه اني اصير فيقان,1
432,تلزيق رما هخرج الاء حبيبتي,0
433,انا هنتحر عشان حاجات كتير انا مش عارفه اشوفك,0
434,ربنا معاكي,0
435,هاڤانا اوناناه طلعت مزروفه للاسف زارفينها اغنيه ثانيه,0
436,شايفتنه ,0
437,خوله الكبير,0
438,شعب فاضي,0
439,مانصحك والله بتطرش فالاخير,0
440,المراكز باسم ال سعود الاغاثه باسمهم,0
441,ليشششش علشاني عجوز,0
442,انتي ردي وين طسيتي,0
443,ايه كميه البنات الحلوه المجروحه المعقده دي بتعملوا ايه نعمه ربنا ياولاد المره,1
444,بنات وحده زعلانه حبيبها الشيفه تاخد عميق وتطل هالوسيم ابو طله هيبه صدقوني تعرف ان حبيبها خيبه وفشله تكره وتنساه,0
445,انتبه وانت تزرف,0
446,الالوان تجيب الكابه والذوق مره كتمه,0
447,اذنج,0
448,يختي نظفي اظافرك,0
449,الاحرار قدهم بالجبهات باقي احرار المءتمر رمزهم الخيل,0
450,ده فين الطريق ده يا بختك يا عم الدنيا مقفوله معايا خالص,0
451,اسلوب للنصيحه اذا همك تنصح الناس اما اسلوب جيل الصحوه مايمشي ترعيب وترويع  نءمن بالموت والله يحسن خاتمتنا جميعا مو بهالطريقه الله ياصاحب التاق,0
452,افكر الي يقول حياء المراه وحياءها ثلاثه ارباعهم راحوا المغرب الخ تحبون الحياء رحتوا تدورون,1
453,ممكن تنتها بالنط عالسور,0
454,والمراجل ماتجي بسب الطهاره تعرض للنساء رجس ولقيط,1
455,شين ابوعلي مالك دخل ياخي,0
456,مخلصين حصتين وتو مريحين بنرجع حصه فالاسبوع مستخسرين يوم المعلم,0
457,يابنات خقوا الخرووف راعي الكليجا امبااااااااع,1
458,سالفه بنت ترامب ازعجونا  هالحين وش سويتوا,0
459,شابووره,0
460,وش هالقرف بالي ثقيله,0
461,ماتضيق الا تفرج ماتمرض الا تشفا ماتياس الا ترجع للحياه بقلب اخر الحياه جدا طويله تحصرها الباءسه حاليا جنا,0
462,الغوطه تباد خونتها الصهاينه وكذابيها بازدياد جيش الغوطه السوري تويتر عملاء للصهاينه,3
463,انت ابوگ اووي اھ احنا قرايب,0
464,وش السربته وقله الحياء,0
